ID;TASK;QUERY;CAT;DIFFICULTY;MENTION#0;URL#0;RELEVANCE#0;MENTION#1;URL#1;RELEVANCE#1;MENTION#2;URL#2;RELEVANCE#2;MENTION#3;URL#3;RELEVANCE#3;MENTION#4;URL#4;RELEVANCE#4;MENTION#5;URL#5;RELEVANCE#5;MENTION#6;URL#6;RELEVANCE#6;MENTION#7;URL#7;RELEVANCE#7;MENTION#8;URL#8;RELEVANCE#8;MENTION#9;URL#9;RELEVANCE#9;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2013-70-3;exer;aids africa charity donate;ConQ;2;africa;https://en.wikipedia.org/wiki/Africa;2;africa;https://en.wikipedia.org/wiki/Africa,_Ohio;1;africa;https://en.wikipedia.org/wiki/Africa,_Indiana;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2013-70-3;imer;aids africa charity donate;ConQ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-TREC_Entity-12;exer;airlines that air canada has code share flights with;CatQ, SolEnQ;5;air canada;https://en.wikipedia.org/wiki/Air_Canada;2;canada;https://en.wikipedia.org/wiki/Canada;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-TREC_Entity-12;imer;airlines that air canada has code share flights with;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-TREC_Entity-7;exer;airlines that currently use boeing 747 planes;CatQ, SolEnQ;5;boeing 747;https://en.wikipedia.org/wiki/Boeing_747;2;boeing;https://en.wikipedia.org/wiki/Boeing;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-TREC_Entity-7;imer;airlines that currently use boeing 747 planes;CatQ, SolEnQ;5;airlines that currently use boeing 747 planes;https://en.wikipedia.org/wiki/List_of_Boeing_747_operators;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_XER-140;exer;airports in germany;CatQ, SolEnQ;5;germany;https://en.wikipedia.org/wiki/Germany;2;germany;https://en.wikipedia.org/wiki/Germany,_Indiana;1;germany;https://en.wikipedia.org/wiki/Germany,_Texas;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_XER-140;imer;airports in germany;CatQ, SolEnQ;5;airports in germany;https://en.wikipedia.org/wiki/List_of_airports_in_Germany;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_XER-64;exer;alan moore graphic novels adapted to film;CatQ, SolEnQ;3;alan moore;https://en.wikipedia.org/wiki/Alan_Moore;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_XER-64;imer;alan moore graphic novels adapted to film;CatQ, SolEnQ;3;alan moore graphic novels adapted to film;https://en.wikipedia.org/wiki/The_League_of_Extraordinary_Gentlemen_(film)|https://en.wikipedia.org/wiki/Watchmen_(film)|https://en.wikipedia.org/wiki/Batman:_The_Killing_Joke;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012349;exer;alexander nevsky cathedral bulgarian city liberation turks;ConQ;4;alexander nevsky cathedral;https://en.wikipedia.org/wiki/Alexander_Nevsky_Cathedral,_Sofia;2;bulgarian;https://en.wikipedia.org/wiki/Bulgaria;2;alexander nevsky;https://en.wikipedia.org/wiki/Alexander_Nevsky;1;turks;https://en.wikipedia.org/wiki/Turkey;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012349;imer;alexander nevsky cathedral bulgarian city liberation turks;ConQ;4;alexander nevsky cathedral bulgarian city;https://en.wikipedia.org/wiki/Sofia;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012377;exer;allegedly caused world war i;ConQ;1;world war i;https://en.wikipedia.org/wiki/World_War_I;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012377;imer;allegedly caused world war i;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012363;exer;american twins famous american professional tennis double players;ConQ, SolEnQ;2;american;https://en.wikipedia.org/wiki/United_States;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012363;imer;american twins famous american professional tennis double players;ConQ, SolEnQ;2;american twins famous american professional tennis double players;https://en.wikipedia.org/wiki/Bryan_brothers;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012375;exer;animals lay eggs mammals;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012375;imer;animals lay eggs mammals;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-SemSearch_LS-1;exer;apollo astronauts who walked on the moon;CatQ, SolEnQ;3;apollo;https://en.wikipedia.org/wiki/Apollo_program;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-SemSearch_LS-1;imer;apollo astronauts who walked on the moon;CatQ, SolEnQ;3;apollo astronauts who walked on the moon;https://en.wikipedia.org/wiki/Neil_Armstrong|https://en.wikipedia.org/wiki/Buzz_Aldrin|https://en.wikipedia.org/wiki/Pete_Conrad|https://en.wikipedia.org/wiki/Alan_Bean|https://en.wikipedia.org/wiki/Alan_Shepard|https://en.wikipedia.org/wiki/Edgar_Mitchell|https://en.wikipedia.org/wiki/David_Scott|https://en.wikipedia.org/wiki/James_Irwin|https://en.wikipedia.org/wiki/John_Young_(astronaut)|https://en.wikipedia.org/wiki/Charles_Duke|https://en.wikipedia.org/wiki/Gene_Cernan|https://en.wikipedia.org/wiki/Harrison_Schmitt;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-SemSearch_LS-2;exer;arab states of the persian gulf;CatQ, SolEnQ;3;arab states;https://en.wikipedia.org/wiki/Arab_world;2;persian gulf;https://en.wikipedia.org/wiki/Persian_Gulf;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-SemSearch_LS-2;imer;arab states of the persian gulf;CatQ, SolEnQ;3;arab states of the persian gulf;https://en.wikipedia.org/wiki/Bahrain|https://en.wikipedia.org/wiki/Iraq|https://en.wikipedia.org/wiki/Kuwait|https://en.wikipedia.org/wiki/Oman|https://en.wikipedia.org/wiki/Qatar|https://en.wikipedia.org/wiki/Saudi_Arabia|https://en.wikipedia.org/wiki/United_Arab_Emirates;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012321;exer;asian port city sir stamford raffles;ConQ, SolEnQ;3;sir stamford raffles;https://en.wikipedia.org/wiki/Stamford_Raffles;2;asian;https://en.wikipedia.org/wiki/Asia;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012321;imer;asian port city sir stamford raffles;ConQ, SolEnQ;3;asian port city sir stamford raffles;https://en.wikipedia.org/wiki/Singapore;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-SemSearch_LS-3;exer;astronauts who landed on the moon;CatQ, SolEnQ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-SemSearch_LS-3;imer;astronauts who landed on the moon;CatQ, SolEnQ;2;astronauts who landed on the moon;https://en.wikipedia.org/wiki/Neil_Armstrong|https://en.wikipedia.org/wiki/Buzz_Aldrin|https://en.wikipedia.org/wiki/Pete_Conrad|https://en.wikipedia.org/wiki/Alan_Bean|https://en.wikipedia.org/wiki/Alan_Shepard|https://en.wikipedia.org/wiki/Edgar_Mitchell|https://en.wikipedia.org/wiki/David_Scott|https://en.wikipedia.org/wiki/James_Irwin|https://en.wikipedia.org/wiki/John_Young_(astronaut)|https://en.wikipedia.org/wiki/Charles_Duke|https://en.wikipedia.org/wiki/Gene_Cernan|https://en.wikipedia.org/wiki/Harrison_Schmitt;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2010-119-1;exer;atari consoles;CatQ, SolEnQ;2;atari;https://en.wikipedia.org/wiki/Atari;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2010-119-1;imer;atari consoles;CatQ, SolEnQ;2;atari consoles;https://en.wikipedia.org/wiki/Atari_2600|https://en.wikipedia.org/wiki/Atari_2700|https://en.wikipedia.org/wiki/Atari_5200|https://en.wikipedia.org/wiki/Atari_7800|https://en.wikipedia.org/wiki/Atari_VCS_(2019_console)|https://en.wikipedia.org/wiki/Atari_Cosmos|https://en.wikipedia.org/wiki/Atari_Flashback|https://en.wikipedia.org/wiki/Atari_Game_Brain|https://en.wikipedia.org/wiki/Atari_Jaguar_CD|https://en.wikipedia.org/wiki/Atari_Jaguar|https://en.wikipedia.org/wiki/Atari_Lynx|https://en.wikipedia.org/wiki/Atari_Panther|https://en.wikipedia.org/wiki/Virtual_Light_Machine|https://en.wikipedia.org/wiki/Atari_XEGS;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2010-119-0;exer;atari consoles history;CatQ;2;atari;https://en.wikipedia.org/wiki/Atari;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2010-119-0;imer;atari consoles history;CatQ;2;atari consoles;https://en.wikipedia.org/wiki/Atari_2600|https://en.wikipedia.org/wiki/Atari_2700|https://en.wikipedia.org/wiki/Atari_5200|https://en.wikipedia.org/wiki/Atari_7800|https://en.wikipedia.org/wiki/Atari_VCS_(2019_console)|https://en.wikipedia.org/wiki/Atari_Cosmos|https://en.wikipedia.org/wiki/Atari_Flashback|https://en.wikipedia.org/wiki/Atari_Game_Brain|https://en.wikipedia.org/wiki/Atari_Jaguar_CD|https://en.wikipedia.org/wiki/Atari_Jaguar|https://en.wikipedia.org/wiki/Atari_Lynx|https://en.wikipedia.org/wiki/Atari_Panther|https://en.wikipedia.org/wiki/Virtual_Light_Machine|https://en.wikipedia.org/wiki/Atari_XEGS;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2011-65-2;exer;australia female wine makers;CatQ, SolEnQ;5;australia;https://en.wikipedia.org/wiki/Australia;2;australia;https://en.wikipedia.org/wiki/Australia,_Cuba;1;australia;https://en.wikipedia.org/wiki/Australia,_Mississippi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2011-65-2;imer;australia female wine makers;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2011-64-2;exer;australia female winemaker;CatQ, SolEnQ;5;australia;https://en.wikipedia.org/wiki/Australia;2;australia;https://en.wikipedia.org/wiki/Australia,_Cuba;1;australia;https://en.wikipedia.org/wiki/Australia,_Mississippi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2011-64-2;imer;australia female winemaker;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2011-65-3;exer;australia wine;CatQ, SolEnQ;5;australia;https://en.wikipedia.org/wiki/Australia;2;australia;https://en.wikipedia.org/wiki/Australia,_Cuba;1;australia;https://en.wikipedia.org/wiki/Australia,_Mississippi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2011-65-3;imer;australia wine;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2011-65-1;exer;australian female winemakers;CatQ, SolEnQ;5;australian;https://en.wikipedia.org/wiki/Australia;2;australian;https://en.wikipedia.org/wiki/Australia,_Cuba;1;australian;https://en.wikipedia.org/wiki/Australia,_Mississippi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2011-65-1;imer;australian female winemakers;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-TREC_Entity-14;exer;authors awarded an anthony award at bouchercon in 2007;CatQ, SolEnQ;3;anthony award;https://en.wikipedia.org/wiki/Anthony_Awards;2;bouchercon;https://en.wikipedia.org/wiki/Bouchercon;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-TREC_Entity-14;imer;authors awarded an anthony award at bouchercon in 2007;CatQ, SolEnQ;3;authors awarded an anthony award at bouchercon in 2007;https://en.wikipedia.org/wiki/Laura_Lippman|https://en.wikipedia.org/wiki/Louise_Penny|https://en.wikipedia.org/wiki/Dana_Cameron|Simon Wood|Jim Huang;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-465-1;exer;autozone locations;CatQ, SolEnQ;5;autozone;https://en.wikipedia.org/wiki/AutoZone;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-465-1;imer;autozone locations;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-SemSearch_LS-4;exer;axis powers of world war ii;CatQ, SolEnQ;3;world war ii;https://en.wikipedia.org/wiki/World_War_II;2;axis powers;https://en.wikipedia.org/wiki/Axis_powers;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-SemSearch_LS-4;imer;axis powers of world war ii;CatQ, SolEnQ;3;axis powers of world war ii;https://en.wikipedia.org/wiki/Nazi_Germany|https://en.wikipedia.org/wiki/Kingdom_of_Italy|https://en.wikipedia.org/wiki/Empire_of_Japan;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2010-67-1;exer;b57;LQ;2;b57;https://en.wikipedia.org/wiki/B57_nuclear_bomb;2;b57;https://en.wikipedia.org/wiki/Martin_B-57_Canberra;2;b57;https://en.wikipedia.org/wiki/Volvo_B57;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2010-67-1;imer;b57;LQ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-521-3;exer;baby boy names;CatQ, SolEnQ;5;baby boy;https://en.wikipedia.org/wiki/Baby_Boy_(film);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-521-3;imer;baby boy names;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-467-1;exer;backdoor games;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-467-1;imer;backdoor games;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012315;exer;baguio quezon city manila official independence 1945;ConQ;2;baguio;https://en.wikipedia.org/wiki/Baguio;2;quezon city;https://en.wikipedia.org/wiki/Quezon_City;2;manila;https://en.wikipedia.org/wiki/Manila;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012315;imer;baguio quezon city manila official independence 1945;ConQ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2013-47-0;exer;banned drinks;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2013-47-0;imer;banned drinks;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2013-47-1;exer;banned food;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2013-47-1;imer;banned food;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012390;exer;baseball player most homeruns national league;ConQ, SolEnQ;3;national league;https://en.wikipedia.org/wiki/Major_League_Baseball;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012390;imer;baseball player most homeruns national league;ConQ, SolEnQ;3;baseball player most homeruns national league;https://en.wikipedia.org/wiki/Barry_Bonds;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
erd14-TREC-3;exer;battles in the civil war;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
erd14-TREC-3;imer;battles in the civil war;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-523-25;exer;bbc sherlock episodes;CatQ, SolEnQ;3;sherlock;https://en.wikipedia.org/wiki/Sherlock_(TV_series);2;bbc;https://en.wikipedia.org/wiki/BBC;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-523-25;imer;bbc sherlock episodes;CatQ, SolEnQ;3;bbc sherlock episodes;https://en.wikipedia.org/wiki/A_Study_in_Pink|https://en.wikipedia.org/wiki/The_Blind_Banker|https://en.wikipedia.org/wiki/The_Great_Game_(Sherlock)|https://en.wikipedia.org/wiki/A_Scandal_in_Belgravia|https://en.wikipedia.org/wiki/The_Hounds_of_Baskerville|https://en.wikipedia.org/wiki/The_Reichenbach_Fall|https://en.wikipedia.org/wiki/The_Empty_Hearse|https://en.wikipedia.org/wiki/The_Sign_of_Three|https://en.wikipedia.org/wiki/His_Last_Vow|https://en.wikipedia.org/wiki/The_Six_Thatchers|https://en.wikipedia.org/wiki/The_Lying_Detective|https://en.wikipedia.org/wiki/The_Final_Problem_(Sherlock);2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-510-13;exer;beach chair;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-510-13;imer;beach chair;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012327;exer;beloved author african-american nobel prize literature;ConQ, SolEnQ;3;beloved;https://en.wikipedia.org/wiki/Beloved_(novel);2;african-american;https://en.wikipedia.org/wiki/African_Americans;2;nobel prize literature;https://en.wikipedia.org/wiki/Nobel_Prize_in_Literature;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esdbpediav2-INEX_LD-2012327;imer;beloved author african-american nobel prize literature;ConQ, SolEnQ;3;beloved author african-american nobel prize literature;https://en.wikipedia.org/wiki/Toni_Morrison;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-436-4;exer;best buy laptops;CatQ, SolEnQ;5;best buy;https://en.wikipedia.org/wiki/Best_Buy;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-436-4;imer;best buy laptops;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-426-1;exer;best cameras for concerts;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-426-1;imer;best cameras for concerts;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-426-2;exer;best cameras for photography;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-426-2;imer;best cameras for photography;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2010-29-0;exer;best elliptical trainers for home use;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2010-29-0;imer;best elliptical trainers for home use;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-518-3;exer;best flea bomb;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-518-3;imer;best flea bomb;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-458-0;exer;best online shopping sites;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-458-0;imer;best online shopping sites;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-51-0;exer;best penpal sites;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-yahoo-51-0;imer;best penpal sites;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ysqle-trec-2012-3-1;exer;best programming language for beginners;CatQ, SolEnQ;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
